App Name,Ad Name,Start Date,End Date,Time Zone,Currency,Keyword,Match Type,Status,Bid,Impressions,Clicks,Click Through Rate,Installs,Install Rate,Cost Per Click,Cost Per Install,Spend,Average Position,Visibility,Customers,Revenue,Return On Spend,Cost Per Customer,Conversion Rate,Campaign,_snap,_date,kw,mt
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,get reviews,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,get reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,shopify reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,shopify reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,review plugin,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,review plugin,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,amazon reviews,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,amazon reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,app for reviews,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,app for reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,product app,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,product app,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews for store,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews for store,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,google review,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,google review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,adding reviews,broad,paused,3.76,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,adding reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,store review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,store review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,pos review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,pos review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,customer testimonial,broad,paused,2.33,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,customer testimonial,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,customer review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,customer review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,video review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,video review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,photo review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,photo review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,dropshipper review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,dropshipper review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,dropshipping review,broad,paused,1.67,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,dropshipping review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,free product review,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,free product review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,free review,broad,paused,2.45,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,free review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,review importer,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,review importer,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,review import,broad,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,review import,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,import review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,import review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,shopify review,broad,paused,2.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,shopify review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,product review,broad,paused,2.11,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,product review,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,review app,broad,paused,4.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,review app,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews,broad,paused,4.05,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews,broad
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,buyer reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,buyer reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews with images,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews with images,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,import etsy reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,import etsy reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,verified review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,verified review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,import ebay reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,import ebay reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,testimonials app,exact,active,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,testimonials app,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,export reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,export reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,export amazon reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,export amazon reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,adding product reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,adding product reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews in shopify,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews in shopify,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,import amazon reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,import amazon reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,feedback app,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,feedback app,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,get reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,get reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,shopify reviews,exact,paused,3.19,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,shopify reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,review plugin,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,review plugin,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,amazon reviews,exact,paused,3.69,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,amazon reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,app for reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,app for reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,product app,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,product app,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,ugc app,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,ugc app,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,reviews for store,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,reviews for store,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,google review,exact,paused,3.75,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,google review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,adding reviews,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,adding reviews,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,store review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,store review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,pos review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,pos review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,customer testimonial,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,customer testimonial,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,customer feedback,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,customer feedback,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,customer review,exact,paused,3.72,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,customer review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,video review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,video review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,photo review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,photo review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,dropshipper review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,dropshipper review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,dropshipping review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,dropshipping review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,free product review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,free product review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,free review,exact,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,free review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,best review,exact,paused,3.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,best review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,review importer,exact,paused,3.79,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,review importer,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,review import,exact,paused,3.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,review import,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,import review,exact,paused,2.5,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,import review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,shopify review,exact,paused,3.37,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,shopify review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,product review,exact,paused,3.96,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,product review,exact
Judge.me Product Reviews App,Search_EN_Review-variations_2024.04.29,2026-01-16,2026-04-15,UTC,USD,review app,exact,paused,4.01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Review-variations,Apr15,2026-04-15,review app,exact
Judge.me Product Reviews App,Search_EN_Trust_2025.03.17,2026-01-16,2026-04-15,UTC,USD,social proof,broad,active,5.0,2935,54,0.018398,30,0.555555,5.0,9.0,270.0,3.196933,0.230938,,,,,,Trust,Apr15,2026-04-15,social proof,broad
Judge.me Product Reviews App,Search_EN_Trust_2025.03.17,2026-01-16,2026-04-15,UTC,USD,stars,broad,active,7.0,1274,110,0.086342,81,0.736363,5.545454,7.530864,610.0,2.092621,0.613975,3.0,105.92,0.173639,203.333333,0.037037,Trust,Apr15,2026-04-15,stars,broad
Judge.me Product Reviews App,Search_EN_Trust_2025.03.17,2026-01-16,2026-04-15,UTC,USD,comments,broad,active,4.0,578,93,0.160899,54,0.580645,4.0,6.888888,372.0,1.361591,0.591002,2.0,45.22,0.121559,186.0,0.037037,Trust,Apr15,2026-04-15,comments,broad
Judge.me Product Reviews App,Search_EN_Trust_2025.03.17,2026-01-16,2026-04-15,UTC,USD,question,broad,active,8.0,321,8,0.024922,2,0.25,8.0,32.0,64.0,1.663551,0.516908,,,,,,Trust,Apr15,2026-04-15,question,broad
Judge.me Product Reviews App,Search_EN_Trust_2025.03.17,2026-01-16,2026-04-15,UTC,USD,rating widget,exact,active,3.0,3,0,0.0,0,0.0,0.0,0.0,0.0,4.333333,0.230769,,,,,,Trust,Apr15,2026-04-15,rating widget,exact
Judge.me Product Reviews App,Search_EN_Trust_2025.03.17,2026-01-16,2026-04-15,UTC,USD,trust,broad,paused,4.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Trust,Apr15,2026-04-15,trust,broad
